url filename measure upper lower
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=432 1jo8 treewidth 27 27
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=431 1k61 treewidth 26 26
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=430 1k61-pp treewidth 26 26
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=429 1kq1 treewidth 27 27
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=428 1kq1-pp treewidth 27 27
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=427 1kth treewidth 20 20
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=426 1kth-pp treewidth 20 20
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=425 1ku3 treewidth 23 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=424 1ku3-pp treewidth 23 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=423 1kw4 treewidth 28 27
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=422 1l9l treewidth 29 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=421 1ldd treewidth 32 29
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=420 1ljo treewidth 30 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=419 1ljo-pp treewidth 30 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=418 1lkk treewidth 34 33
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=417 1lkk-pp treewidth 34 33
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=416 1mgq treewidth 28 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=415 1mgq-pp treewidth 28 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=414 1oai treewidth 22 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=413 1oai-pp treewidth 22 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=412 1on2 treewidth 36 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=411 1on2-pp treewidth 36 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=410 1or7 treewidth 37 33
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=409 1or7-pp treewidth 37 33
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=401 1plc treewidth 35 33
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=399 1ptf treewidth 38 34
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=408 1pwt treewidth 29 29
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=407 1pwt-pp treewidth 29 29
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=406 1qtn treewidth 24 23
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=405 1qtn-pp treewidth 24 23
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=398 1r69 treewidth 30 29
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=397 1rb9 treewidth 22 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=396 1rro treewidth 43 38
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=394 1sem treewidth 26 26
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=395 1sem-pp treewidth 26 26
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=259 1ubq treewidth 12 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=320 1ubq-pp treewidth 12 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=371 a280.tsp treewidth 14 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=371 a280.tsp branchwidth 13 13
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=372 a280.tsp-pp treewidth 14 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=373 a280.tsp-pp-002 treewidth 10 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=374 a280.tsp-pp-003 treewidth 14 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=1 alarm treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=3 anna treewidth 12 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=383 anna-pp treewidth 12 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=2 barley treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=142 barley-pp treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=150 barley-pp-001 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=141 barley-wpp treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=375 bier127.tsp treewidth 15 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=376 bier127.tsp-pp treewidth 15 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=786 BN_16-pp-014 treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=787 BN_16-pp-015 treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=664 BN_22 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=665 BN_23 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=666 BN_24 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=667 BN_25 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=668 BN_26 treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=669 BN_27 treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=672 BN_28 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=673 BN_29 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=83 celar01 treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=82 celar01-pp treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=135 celar01-pp-001 treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=134 celar01-pp-002 treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=133 celar01-pp-003 treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=81 celar01-wpp treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=80 celar02 treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=79 celar02-pp treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=78 celar02-wpp treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=77 celar03 treewidth 14 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=76 celar03-pp treewidth 14 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=132 celar03-pp-001 treewidth 14 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=75 celar03-wpp treewidth 14 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=74 celar04 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=73 celar04-pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=131 celar04-pp-001 treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=257 celar04-pp-001-000 treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=130 celar04-pp-002 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=72 celar04-wpp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=71 celar05 treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=70 celar05-pp treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=129 celar05-pp-001 treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=128 celar05-pp-002 treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=69 celar05-wpp treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=68 celar06 treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=84 celar06pp treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=67 celar06-pp treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=255 celar06-pp-000 treewidth 3 3
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=256 celar06-pp-003 treewidth 2 2
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=66 celar06-wpp treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=65 celar07 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=85 celar07pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=64 celar07-pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=127 celar07-pp-001 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=126 celar07-pp-002 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=634 celar07pp-pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=635 celar07pp-pp-011 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=636 celar07pp-pp-012 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=63 celar07-wpp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=62 celar08 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=91 celar08pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=61 celar08-pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=125 celar08-pp-001 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=124 celar08-pp-002 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=123 celar08-pp-003 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=638 celar08pp-pp-032 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=639 celar08pp-pp-033 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=60 celar08-wpp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=59 celar09 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=90 celar09pp treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=58 celar09-pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=122 celar09-pp-001 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=121 celar09-pp-002 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=57 celar09-wpp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=56 celar10 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=55 celar10-pp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=120 celar10-pp-001 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=119 celar10-pp-002 treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=54 celar10-wpp treewidth 16 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=53 celar11 treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=52 celar11-pp treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=118 celar11-pp-001 treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=117 celar11-pp-002 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=116 celar11-pp-003 treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=115 celar11-pp-004 treewidth 6 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=51 celar11-wpp treewidth 15 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=377 ch130.tsp branchwidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=377 ch130.tsp treewidth 12 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=378 ch130.tsp-pp treewidth 12 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=379 ch150.tsp treewidth 15 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=380 ch150.tsp-pp treewidth 15 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=381 d1291.tsp treewidth 37 19
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=382 d1291.tsp-pp treewidth 37 19
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=384 d1655.tsp branchwidth 29 29
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=386 d198.tsp treewidth 14 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=387 d198.tsp-pp treewidth 14 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=633 d2103.tsp treewidth 36 23
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=632 d2103.tsp-pp treewidth 36 23
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=629 d657.tsp branchwidth 22 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=4 david treewidth 13 13
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=289 david-pp treewidth 13 13
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=151 diabetes treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=153 diabetes-pp treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=154 diabetes-pp-001 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=155 diabetes-pp-002 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=152 diabetes-wpp treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=342 eil51.tsp treewidth 9 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=342 eil51.tsp branchwidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=101 fl3795 treewidth 11 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=100 fl3795-pp treewidth 11 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=292 fl3795-pp-001 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=293 fl3795-pp-002 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=294 fl3795-pp-003 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=295 fl3795-pp-004 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=296 fl3795-pp-005 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=297 fl3795-pp-006 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=298 fl3795-pp-007 treewidth 9 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=299 fl3795-pp-008 treewidth 9 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=300 fl3795-pp-009 treewidth 9 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=301 fl3795-pp-010 treewidth 11 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=99 fnl4461 treewidth 28 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=98 fnl4461-pp treewidth 28 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=302 fnl4461-pp-001 treewidth 28 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=5 fpsol2.i.1 treewidth 66 66
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=361 fpsol2.i.1-pp treewidth 66 66
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=6 fpsol2.i.2 treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=362 fpsol2.i.2-pp treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=363 fpsol2.i.3 treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=364 fpsol2.i.3-pp treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=260 fungiuk treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=160 games120 treewidth 33 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=319 games120-pp treewidth 33 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=310 games120-pp-001 treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=312 games120-pp-002 treewidth 33 28
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=50 graph01 treewidth 24 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=49 graph01-pp treewidth 24 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=114 graph01-pp-001 treewidth 24 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=48 graph01-wpp treewidth 24 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=47 graph02 treewidth 48 30
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=46 graph02-pp treewidth 48 30
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=113 graph02-pp-001 treewidth 48 30
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=45 graph02-wpp treewidth 48 30
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=44 graph03 treewidth 20 19
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=43 graph03-pp treewidth 20 19
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=112 graph03-pp-001 treewidth 20 19
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=42 graph03-wpp treewidth 20 19
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=41 graph04 treewidth 51 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=39 graph04-pp treewidth 51 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=111 graph04-pp-001 treewidth 51 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=38 graph04-wpp treewidth 51 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=37 graph05 treewidth 24 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=36 graph05-pp treewidth 24 21
